year_film,year_ceremony,film,budget,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience
2000,2001,Before Night Falls,,85230.00,4242892.00,8601053.00,7.2,85,73,84
2000,2001,Big Mama,30000000.00,25661041.00,117559438.00,173959438.00,5.2,33,30,57
2000,2001,Billy Elliot,5000000.00,215681.00,21995263.00,109283018.00,7.7,74,85,89
2000,2001,By Courier,,,,,7.5,,,
2000,2001,Cast Away,90000000.00,28883406.00,233632142.00,429632142.00,7.8,73,89,84
2000,2001,Chocolat,25000000.00,157624.00,71509363.00,152699976.00,7.2,64,62,83
2000,2001,"Crouching Tiger, Hidden Dragon",17000000.00,663205.00,128078872.00,213525736.00,7.8,94,97,86
2000,2001,Curtain Call,,,,,7.7,,,
2000,2001,Dancer in the Dark,12800000.00,91612.00,4184036.00,40031879.00,8,61,69,91
2000,2001,Divided We Fall,,28583.00,1332586.00,2046440.00,7.6,69,90,91
2000,2001,Dolphins,7200000.00,,,,7.3,,89,64
2000,2001,Dr. Seuss' How the Grinch Stole Christmas,123000000.00,55082330.00,260465005.00,363597184.00,6.2,46,49,56
2000,2001,Erin Brockovich,52000000.00,28138465.00,125595205.00,256271286.00,7.4,73,84,81
2000,2001,Everybody Famous!,,17104.00,81734.00,97353.00,6.9,60,55,64
2000,2001,Father and Daughter,,,,,7.9,,,
2000,2001,Gladiator,103000000.00,34819017.00,187705427.00,465364545.00,8.5,67,77,87
2000,2001,Hollow Man,95000000.00,26414386.00,73209340.00,190213455.00,5.8,24,27,28
2000,2001,Into the Arms of Strangers: Stories of the Kindertransport,,32037.00,374555.00,,7.7,79,91,87
2000,2001,Legacy,,,,,6.5,,80,67
2000,2001,Long Night's Journey into Day,,6027.00,50715.00,50715.00,7.1,85,94,69
2000,2001,Malèna,,62282.00,3448233.00,14493284.00,7.5,54,54,84
2000,2001,Meet the Parents,55000000.00,28623300.00,166244045.00,330444045.00,7,73,84,79
2000,2001,"O Brother, Where Art Thou?",26000000.00,195104.00,45512588.00,71868327.00,7.7,69,78,89
2000,2001,On Tiptoe: Gentle Steps to Freedom,,,,,6.8,,,
2000,2001,One Day Crossing,,,,,7.7,,,
2000,2001,Pollock,6000000.00,44244.00,8598593.00,10994533.00,7,77,80,74
2000,2001,Quiero Ser (I want to be...),,,,,7.2,,,
2000,2001,Quills,13500000.00,249383.00,7065332.00,17989227.00,7.3,70,75,83
2000,2001,Rejected,,,,,7.9,,,
2000,2001,Requiem for a Dream,4500000.00,64770.00,3635482.00,7390108.00,8.3,68,79,93
2000,2001,Scottsboro: An American Tragedy,,2991.00,6123.00,6123.00,7.3,74,67,87
2000,2001,Seraglio,,,,,7,,,
2000,2001,Shadow of the Vampire,8000000.00,150171.00,8293784.00,11155214.00,6.9,71,82,74
2000,2001,Sound and Fury,,7104.00,114882.00,114882.00,7.9,85,96,88
2000,2001,Space Cowboys,65000000.00,18093776.00,90464773.00,128884132.00,6.4,73,78,53
2000,2001,The Cell,33000000.00,17515050.00,61334059.00,104155843.00,6.4,40,45,57
2000,2001,The Contender,20000000.00,5363900.00,17872723.00,22428990.00,6.9,59,76,73
2000,2001,The Emperor's New Groove,100000000.00,9812302.00,89636687.00,169661687.00,7.4,70,85,83
2000,2001,The Man on Lincoln's Nose,,,,,8.6,,,
2000,2001,The Patriot,110000000.00,22413710.00,113330342.00,215294342.00,7.2,63,62,81
2000,2001,The Perfect Storm,140000000.00,41325042.00,182618434.00,328718434.00,6.4,59,47,64
2000,2001,The Periwig-Maker,,,,,7.1,,,
2000,2001,The Taste of Others,,,891369.00,1021938.00,7.2,78,100,82
2000,2001,Traffic,48000000.00,184725.00,124115725.00,207515725.00,7.6,86,92,85
2000,2001,U-571,62000000.00,19553310.00,77122415.00,127666415.00,6.6,62,67,62
2000,2001,Vatel,36000000.00,16032.00,51080.00,184301.00,6.6,44,31,61
2000,2001,Wonder Boys,55000000.00,5808919.00,19393557.00,33426588.00,7.2,73,81,83
2000,2001,You Can Count on Me,1200000.00,118170.00,9416804.00,11242521.00,7.5,85,95,88
2001,2002,A Beautiful Mind,58000000.00,367151.00,170742341.00,316791257.00,8.2,72,74,93
2001,2002,A Man Thing (Meska Sprawa),,,,,7.8,,,
2001,2002,A.I. Artificial Intelligence,100000000.00,29352630.00,78616689.00,235926552.00,7.2,65,74,64
2001,2002,Ali,107000000.00,14710892.00,58203105.00,87812729.00,6.8,65,68,65
2001,2002,Amélie,10000000.00,136470.00,33225499.00,173924742.00,8.3,69,89,95
2001,2002,Artists and Orphans: A True Drama,,,,,4.2,,,
2001,2002,Black Hawk Down,92000000.00,179823.00,108638745.00,172989651.00,7.7,74,76,88
2001,2002,Bridget Jones's Diary,25000000.00,10733933.00,71543427.00,281931601.00,6.7,66,80,81
2001,2002,Children Underground,,3075.00,12798.00,12798.00,8.3,85,94,92
2001,2002,Copy Shop,,,,,7.5,,,
2001,2002,Elling,1860000.00,9606.00,314729.00,2042190.00,7.5,70,85,91
2001,2002,Fifty Percent Grey,,,,,6.7,,,
2001,2002,For the Birds,,,,,8,,,88
2001,2002,Ghost World,7000000.00,98791.00,6217849.00,8764007.00,7.3,88,93,84
2001,2002,Give Up Yer Aul Sins,,,,,5.8,,,
2001,2002,Gosford Park,19800000.00,241219.00,41308615.00,87754044.00,7.2,90,86,78
2001,2002,Gregor's Greatest Invention,,,,,7.2,,,
2001,2002,Harry Potter and the Sorcerer's Stone,125000000.00,90294621.00,318087620.00,1006968171.00,7.6,64,81,82
2001,2002,I Am Sam,22000000.00,41779.00,40311852.00,97818139.00,7.7,28,35,86
2001,2002,In the Bedroom,1700000.00,93972.00,35930604.00,44763181.00,7.4,86,93,81
2001,2002,Iris,5500000.00,23144.00,5594617.00,16153953.00,7,76,79,73
2001,2002,Jimmy Neutron: Boy Genius,30000000.00,13832786.00,80936232.00,102992536.00,6,65,74,53
2001,2002,Kate & Leopold,48000000.00,9725408.00,47121859.00,76019048.00,6.4,44,51,62
2001,2002,Lagaan,6000000.00,285368.00,909043.00,1724806.00,8.1,84,95,93
2001,2002,LaLee's Kin: The Legacy of Cotton,,,,,7.7,78,,100
2001,2002,Memento,9000000.00,235488.00,25544867.00,40047078.00,8.4,80,93,94
2001,2002,Monster's Ball,4000000.00,110552.00,31273922.00,45011434.00,7,69,85,67
2001,2002,"Monsters, Inc.",115000000.00,62577067.00,290642256.00,579707738.00,8.1,79,96,90
2001,2002,Moulin Rouge,50000000.00,167540.00,57386607.00,184935320.00,7.6,66,76,89
2001,2002,Mulholland Drive,15000000.00,587591.00,7220243.00,20130922.00,7.9,85,83,87
2001,2002,Murder on a Sunday Morning,,,,5844.00,7.9,,,90
2001,2002,No Man's Land,2420000.00,22645.00,1012153.00,4858869.00,7.9,84,93,93
2001,2002,Pearl Harbor,140000000.00,59078912.00,198542554.00,449220945.00,6.2,44,24,66
2001,2002,Promises,,,247948.00,430862.00,8.3,80,96,96
2001,2002,Sexy Beast,,170356.00,6946056.00,10045677.00,7.3,79,87,85
2001,2002,Shrek,60000000.00,42347760.00,267665011.00,487853320.00,7.8,84,88,90
2001,2002,Sing!,,,,,6,,,
2001,2002,Son of the Bride,,34231.00,624757.00,8772695.00,7.8,68,86,92
2001,2002,Speed for Thespians,,,,,7.6,,,
2001,2002,Strange Invaders,,,,,6.5,,,
2001,2002,Stubble Trouble,,,,,6,,,
2001,2002,the accountant,,,,,7.6,,,
2001,2002,The Affair of the Necklace,30000000.00,125523.00,471210.00,1198113.00,6.1,42,15,42
2001,2002,The Lord of the Rings: The Fellowship of the Ring,93000000.00,47211490.00,315710750.00,888398060.00,8.8,92,91,95
2001,2002,The Man Who Wasn't There,20000000.00,664404.00,7504257.00,18916623.00,7.5,73,81,85
2001,2002,The Royal Tenenbaums,21000000.00,276981.00,52364010.00,71444482.00,7.6,76,80,89
2001,2002,Thoth,,,,,6.2,,,
2001,2002,Training Day,45000000.00,22550788.00,76631907.00,104876233.00,7.7,69,73,89
2001,2002,Vanilla Sky,68000000.00,25015518.00,100618344.00,203388341.00,6.9,45,42,72
2001,2002,War Photographer,,9327.00,61040.00,86863.00,8,79,80,93
2002,2003,8 Mile,41000000.00,51240555.00,116750901.00,242875078.00,7.1,77,75,54
2002,2003,About a Boy,30000000.00,8557630.00,41385278.00,130549455.00,7,75,93,55
2002,2003,About Schmidt,30000000.00,282367.00,65016287.00,105834556.00,7.1,85,85,74
2002,2003,Adaptation,19000000.00,384478.00,22498520.00,32801173.00,7.7,83,91,85
2002,2003,Bowling for Columbine,4000000.00,209148.00,21576018.00,58011975.00,7.9,72,95,83
2002,2003,Catch Me If You Can,52000000.00,30053627.00,164615351.00,352114312.00,8.1,75,96,89
2002,2003,Chicago,45000000.00,2074929.00,170687518.00,306776732.00,7.2,81,86,83
2002,2003,Das Rad,,,,,7.6,,,
2002,2003,Daughter from Danang,,,,,7.4,77,,
2002,2003,El Crimen del Padre Amaro,1800000.00,504681.00,5717044.00,26996738.00,6.7,60,61,74
2002,2003,Fait D'Hiver,80000.00,,,,7.3,,,
2002,2003,Far from Heaven,13500000.00,211279.00,15901849.00,29027914.00,7.3,84,87,80
2002,2003,Frida,12000000.00,205996.00,25885000.00,56298474.00,7.4,61,75,85
2002,2003,Gangs of New York,100000000.00,9100000.00,77812000.00,193772504.00,7.5,72,73,81
2002,2003,Hero,31000000.00,17800000.00,53710019.00,177395557.00,7.9,85,94,87
2002,2003,Ice Age,59000000.00,46312454.00,176387405.00,383257136.00,7.5,60,77,82
2002,2003,I'll Wait for the Next One... (J'Attendrai Le Suivant...),,,,,7.3,,,
2002,2003,Inja (Dog),,,,,7,,,
2002,2003,Johnny Flynton,,,,,6.6,,,
2002,2003,Lilo & Stitch,80000000.00,35260212.00,145794338.00,273144151.00,7.2,73,86,77
2002,2003,Mighty Times: The Legacy of Rosa Parks,,,,,8.1,,,
2002,2003,Mike's New Car,,,,,7.1,,,
2002,2003,Minority Report,102000000.00,35677125.00,132072926.00,358372926.00,7.6,80,90,80
2002,2003,Mt. Head,,,,,6.9,,,
2002,2003,My Big Fat Greek Wedding,5000000.00,597362.00,241438208.00,368744044.00,6.6,62,76,73
2002,2003,Nowhere in Africa,8470000.00,22070.00,6180200.00,24322180.00,7.5,72,85,88
2002,2003,Prisoner of Paradise,,,,,7.6,82,76,
2002,2003,Road to Perdition,80000000.00,22079481.00,104454762.00,181001478.00,7.7,72,81,86
2002,2003,Spellbound,,17508.00,5728581.00,7457710.00,7.5,80,97,83
2002,2003,Spider-Man,139000000.00,114844116.00,407022860.00,825025036.00,7.3,73,90,67
2002,2003,Spirit: Stallion of the Cimarron,80000000.00,17770036.00,73280117.00,122563539.00,7.2,52,70,77
2002,2003,Spirited Away,19000000.00,449839.00,13750644.00,355475917.00,8.6,96,97,96
2002,2003,Star Wars Episode II Attack of the Clones,115000000.00,80027814.00,310676740.00,653779970.00,6.5,54,65,56
2002,2003,Talk to Her,,104396.00,9357911.00,64790996.00,7.9,86,91,93
2002,2003,The Cathedral,,,,,7.4,,,
2002,2003,The ChubbChubbs!,,,,,7.3,,,66
2002,2003,The Collector of Bedford Street,,,,,8.2,,,
2002,2003,The Hours,25000000.00,338622.00,41675994.00,108846072.00,7.5,80,79,84
2002,2003,The Lord of the Rings: The Two Towers,94000000.00,62007528.00,342551365.00,943455955.00,8.7,87,95,95
2002,2003,The Man without a Past,1600000.00,23281.00,921847.00,9564237.00,7.7,84,98,90
2002,2003,The Pianist,35000000.00,111261.00,32572577.00,120072577.00,8.5,85,95,96
2002,2003,The Quiet American,30000000.00,101663.00,12988801.00,27674124.00,7,84,87,72
2002,2003,The Time Machine,80000000.00,22610437.00,56832494.00,123729176.00,6,42,29,37
2002,2003,The Wild Thornberrys Movie,25000000.00,6013847.00,40108697.00,60694737.00,5.6,69,80,51
2002,2003,This Charming Man (Der Er En Yndig Mand),,,,,6.9,,,
2002,2003,Treasure Planet,140000000.00,12083248.00,38176783.00,110041363.00,7.2,60,69,72
2002,2003,Twin Towers,,,,,7.5,,,
2002,2003,Unfaithful,50000000.00,14065277.00,52775765.00,119137784.00,6.7,63,50,68
2002,2003,Why Can't We Be a Family Again?,,,,,7.2,,,
2002,2003,Winged Migration,28800000.00,33128.00,11689053.00,34128314.00,7.9,82,95,87
2002,2003,Y Tu Mama Tambien,2000000.00,408091.00,13839658.00,33616692.00,7.6,88,92,88
2002,2003,Zus & Zo,,6700.00,49468.00,281219.00,6.2,50,42,39
2003,2004,(A) Torzija [(A) Torsion],,,,,7.3,,,
2003,2004,21 Grams,20000000.00,274454.00,16290476.00,60427839.00,7.6,70,80,86
2003,2004,A Mighty Wind,,2112140.00,17781006.00,18750246.00,7.2,81,87,75
2003,2004,American Splendor,,159705.00,6010990.00,7986084.00,7.4,90,94,86
2003,2004,Asylum,,,,,6.4,,,
2003,2004,Balseros,,5111.00,16783.00,23539.00,7.3,73,88,84
2003,2004,Big Fish,70000000.00,207377.00,66809693.00,123218424.00,8,58,75,89
2003,2004,Boundin',,,,,6.9,,,65
2003,2004,Brother Bear,128000000.00,291940.00,85336277.00,250397798.00,6.8,48,37,65
2003,2004,Capturing the Friedmans,,65154.00,3119113.00,4076990.00,7.7,90,97,89
2003,2004,Chernobyl Heart,,,,,7.8,,,
2003,2004,City of God,594000.00,88292.00,7564459.00,30680793.00,8.6,79,91,97
2003,2004,Cold Mountain,79000000.00,14500000.00,95636509.00,173013509.00,7.2,73,70,77
2003,2004,Destino,1500000.00,,,,7.8,,100,91
2003,2004,Die Rote Jacke (The Red Jacket),,,,,7.5,,,
2003,2004,Dirty Pretty Things,10000000.00,100512.00,8112414.00,13904766.00,7.3,78,94,82
2003,2004,Evil,2640000.00,2448.00,15530.00,528245.00,7.8,61,68,87
2003,2004,Ferry Tales,,,,,,,,
2003,2004,Finding Nemo,94000000.00,70251710.00,380843261.00,940352645.00,8.1,90,99,86
2003,2004,Girl with a Pearl Earring,12000000.00,89472.00,11670971.00,33030115.00,6.9,72,72,68
2003,2004,Gone Nutty,,,,,7.4,,,
2003,2004,Harvie Krumpet,290290.00,,,,8,,,89
2003,2004,House of Sand and Fog,16500000.00,45572.00,13040288.00,16763804.00,7.5,71,74,83
2003,2004,In America,,205229.00,15539656.00,25382911.00,7.7,76,89,91
2003,2004,Lost in Translation,4000000.00,925087.00,44585453.00,118686937.00,7.7,89,95,85
2003,2004,Master and Commander: The Far Side of the World,150000000.00,25105990.00,93927920.00,211622535.00,7.4,81,85,80
2003,2004,Monster,8000000.00,86831.00,34469210.00,58469210.00,7.3,74,81,81
2003,2004,Most (The Bridge),,,,,7.9,,,
2003,2004,My Architect,,37929.00,2750707.00,2920081.00,7.4,81,93,83
2003,2004,Mystic River,25000000.00,640815.00,90135191.00,156595191.00,7.9,84,88,89
2003,2004,Nibbles,,,,,5.6,,,
2003,2004,Pieces of April,300000.00,48422.00,2528664.00,3282321.00,7,70,84,73
2003,2004,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.00,46630690.00,305413918.00,654264015.00,8,63,79,86
2003,2004,Seabiscuit,87000000.00,20854735.00,120277854.00,148336445.00,7.3,72,77,76
2003,2004,Something's Gotta Give,80000000.00,16064723.00,124728738.00,265328738.00,6.7,66,72,69
2003,2004,Squash,,,,,7.7,,,
2003,2004,The Barbarian Invasions,4800000.00,461363.00,8544975.00,34883010.00,7.6,70,81,89
2003,2004,The Cooler,3200000.00,128973.00,8291572.00,10464788.00,6.9,69,77,89
2003,2004,The Fog of War,,41449.00,4198566.00,5038841.00,8.1,87,96,93
2003,2004,The Last Samurai,140000000.00,24271354.00,111127263.00,454627263.00,7.7,55,66,83
2003,2004,The Lord of the Rings: The Return of the King,94000000.00,72629713.00,377845905.00,1142456987.00,8.9,94,93,86
2003,2004,The Triplets of Belleville,9500000.00,108080.00,7007149.00,14776760.00,7.8,91,94,90
2003,2004,The Twilight Samurai,5000000.00,8573.00,559765.00,7372769.00,8.1,82,99,94
2003,2004,The Weather Underground,,13984.00,564632.00,564632.00,7.4,77,92,87
2003,2004,Thirteen,2000000.00,116260.00,4601043.00,10128960.00,6.8,70,81,77
2003,2004,Twin Sisters,,1207.00,1563.00,5938165.00,7.4,,69,82
2003,2004,Two Soldiers,,,,,7,,,
2003,2004,Whale Rider,3500000.00,137418.00,20779666.00,41062976.00,7.5,80,91,88
2003,2004,Zelary,,29002.00,330033.00,15461305.00,7.6,66,73,91
2004,2005,7:35 in the Morning (7:35 de la Manana),,,,,7.3,,,
2004,2005,A Very Long Engagement,56600000.00,101749.00,6524389.00,69424389.00,7.6,76,78,85
2004,2005,As It Is in Heaven,3000000.00,2402.00,10236.00,18328469.00,7.5,,83,91
2004,2005,Autism Is a World,,,,,6.8,,,
2004,2005,Before Sunset,2700000.00,219425.00,5820649.00,15936507.00,8.1,90,94,91
2004,2005,Being Julia,18000000.00,122214.00,7739049.00,14339171.00,7,65,76,74
2004,2005,Birthday Boy,,,,,6.6,,,64
2004,2005,Born into Brothels,,14605.00,3515061.00,3529201.00,7.2,78,95,91
2004,2005,Closer,27000000.00,7707972.00,33987757.00,115505027.00,7.2,65,68,81
2004,2005,Collateral,65000000.00,24701458.00,101005703.00,220926695.00,7.5,71,86,84
2004,2005,Downfall,16335000.00,18195.00,5509040.00,92181574.00,8.2,82,90,94
2004,2005,Eternal Sunshine of the Spotless Mind,20000000.00,8175198.00,34400301.00,74036715.00,8.3,89,92,94
2004,2005,Everything in This Country Must,250000.00,,,,7.6,,,
2004,2005,Finding Neverland,25000000.00,220524.00,51680613.00,116650613.00,7.6,67,83,87
2004,2005,Gopher Broke,,,,,6.1,,,
2004,2005,Guard Dog,,,,,7.3,,,
2004,2005,Hardwood,,,,,6.1,,,
2004,2005,Harry Potter and the Prisoner of Azkaban,130000000.00,93687367.00,249975996.00,796246544.00,7.9,82,90,86
2004,2005,Hotel Rwanda,17500000.00,100091.00,23530892.00,33882243.00,8.1,79,91,94
2004,2005,House of Flying Daggers,15000000.00,397472.00,11050094.00,92863945.00,7.5,89,87,82
2004,2005,"I, Robot",120000000.00,52179887.00,144801023.00,353133898.00,7.1,59,56,70
2004,2005,Kinsey,11000000.00,169038.00,10254979.00,17050017.00,7,79,90,75
2004,2005,Lemony Snicket's A Series of Unfortunate Events,140000000.00,30061756.00,118634549.00,211468235.00,6.8,62,72,63
2004,2005,Little Terrorist,,,,,7.2,,,
2004,2005,Lorenzo,,,,,6.5,,,
2004,2005,Maria Full of Grace,3000000.00,139066.00,6529624.00,12594630.00,7.4,87,97,87
2004,2005,Mighty Times: The Children's March,,,,,8.1,,,
2004,2005,Million Dollar Baby,30000000.00,179953.00,100492203.00,216763646.00,8.1,86,90,90
2004,2005,Ray,40000000.00,20039730.00,75331600.00,123971376.00,7.7,73,79,87
2004,2005,Ryan,,,,,7.5,,,92
2004,2005,Shark Tale,75000000.00,47604606.00,160861908.00,374583879.00,6,48,36,41
2004,2005,Shrek 2,150000000.00,108037878.00,441226247.00,928760770.00,7.2,75,89,69
2004,2005,Sideways,16000000.00,207042.00,71503593.00,109706931.00,7.5,94,97,79
2004,2005,Sister Rose's Passion,,,,,6.9,,,
2004,2005,Spider-Man 2,200000000.00,88156227.00,373585825.00,788976453.00,7.3,83,93,82
2004,2005,Super Size Me,65000.00,516641.00,11536423.00,20645757.00,7.2,73,92,72
2004,2005,The Aviator,110000000.00,858021.00,102610330.00,213719942.00,7.5,77,86,79
2004,2005,The Children of Leningradsky,,,,,7.9,,,84
2004,2005,The Chorus (Les Choristes),6655000.00,18355.00,3635164.00,88385944.00,7.9,56,69,92
2004,2005,The Incredibles,92000000.00,70467623.00,261441092.00,631607053.00,8,90,97,75
2004,2005,The Motorcycle Diaries,,159819.00,16781387.00,57663711.00,7.8,75,83,92
2004,2005,The Passion of the Christ,30000000.00,83848082.00,370782930.00,612054428.00,7.2,47,49,80
2004,2005,The Phantom of the Opera,70000000.00,4001890.00,51268815.00,154649125.00,7.2,40,33,84
2004,2005,The Polar Express,165000000.00,23323463.00,187935490.00,314215454.00,6.6,61,56,63
2004,2005,The Sea Inside,12100000.00,55681.00,2104923.00,43731621.00,8,74,84,92
2004,2005,The Story of the Weeping Camel,,21767.00,1763052.00,9328652.00,7.5,81,94,87
2004,2005,The Village,60000000.00,50746142.00,114197520.00,256697520.00,6.5,44,43,57
2004,2005,Troy,175000000.00,46865412.00,133378256.00,497409852.00,7.3,56,54,73
2004,2005,Tupac: Resurrection,300000.00,4632847.00,7718961.00,7808524.00,7.9,66,78,90
2004,2005,Twist of Faith,,2085.00,8129.00,8129.00,7.2,70,100,81
2004,2005,"Two Cars, One Night",,,,,7.3,,,84
2004,2005,Vera Drake,11000000.00,13207.00,3775283.00,13267869.00,7.6,83,92,84
2004,2005,Wasp,,,,,7.6,,,85
2004,2005,Yesterday,,,,246439.00,7.6,,,94
2005,2006,9,,,,,7.8,,,
2005,2006,A History of Violence,32000000.00,364000.00,31504633.00,61385065.00,7.4,81,87,76
2005,2006,A Note of Triumph: The Golden Age of Norman Corwin,50000.00,,,,7.7,,,
2005,2006,Ausreisser (The Runaway),,,,,7.1,,,
2005,2006,Badgered,8340.00,,,,6.4,,,62
2005,2006,Batman Begins,150000000.00,48745440.00,206852432.00,373661946.00,8.2,70,84,94
2005,2006,Brokeback Mountain,14000000.00,547425.00,83043761.00,178062759.00,7.7,87,87,82
2005,2006,Capote,7000000.00,324857.00,28750530.00,49327405.00,7.3,88,89,82
2005,2006,Cashback,,14878.00,25343.00,2294291.00,7.2,54,48,77
2005,2006,Charlie and the Chocolate Factory,150000000.00,56178450.00,206459076.00,474968763.00,6.6,72,83,51
2005,2006,Cinderella Man,88000000.00,18320205.00,61649911.00,108539911.00,8,69,80,91
2005,2006,Crash,6500000.00,9107071.00,54580300.00,98410061.00,7.7,66,74,88
2005,2006,Darwin's Nightmare,,8072.00,203746.00,2981713.00,7.5,84,90,87
2005,2006,Don't Tell,7260000.00,13805.00,29015.00,5923415.00,6.4,52,29,53
2005,2006,Enron: The Smartest Guys in the Room,,76639.00,4071700.00,4854164.00,7.6,,97,87
2005,2006,God Sleeps in Rwanda,,,,,7.3,,,
2005,2006,"Good Night, and Good Luck.",7000000.00,421446.00,31558003.00,54641191.00,7.4,80,93,83
2005,2006,Harry Potter and the Goblet of Fire,150000000.00,102685961.00,290417905.00,896462886.00,7.7,81,88,74
2005,2006,Howl's Moving Castle,24000000.00,427987.00,5576743.00,236214446.00,8.2,80,87,93
2005,2006,Hustle & Flow,2800000.00,8017808.00,22202809.00,23563727.00,7.3,68,82,82
2005,2006,Joyeux NoÃ«l,21963695.00,,1054361.00,17709155.00,7.7,70,74,89
2005,2006,Junebug,1000000.00,74739.00,2678691.00,3399228.00,6.9,80,86,73
2005,2006,King Kong,207000000.00,50130145.00,218080025.00,562363449.00,7.2,81,84,50
2005,2006,March of the Penguins,8000000.00,137492.00,77437223.00,127392693.00,7.5,79,94,81
2005,2006,Match Point,15000000.00,398593.00,23151529.00,85638656.00,7.6,72,77,81
2005,2006,Memoirs of a Geisha,85000000.00,682504.00,57490508.00,162242962.00,7.4,54,35,83
2005,2006,Mrs. Henderson Presents,20000000.00,55344.00,11036366.00,27876417.00,7,71,67,72
2005,2006,Munich,70000000.00,4152260.00,47403685.00,130982129.00,7.5,74,78,83
2005,2006,Murderball,1750211.00,57286.00,1531154.00,1751895.00,7.7,87,98,89
2005,2006,North Country,35000000.00,6422455.00,18337722.00,25211175.00,7.3,68,69,76
2005,2006,One Man Band,,,,,7.7,,,88
2005,2006,Our Time Is Up,,,,,7.3,,,
2005,2006,Paradise Now,2000000.00,48023.00,1457843.00,3579902.00,7.4,71,89,87
2005,2006,Pride & Prejudice,28000000.00,2804000.00,38405088.00,121616555.00,7.8,82,86,89
2005,2006,Six Shooter,173750.00,,,,7.5,,,
2005,2006,Sophie Scholl - The Final Days,,17310.00,680331.00,10804315.00,7.6,76,87,88
2005,2006,Star Wars: Episode III Revenge of the Sith,113000000.00,108435841.00,380270577.00,868390560.00,7.5,68,80,66
2005,2006,Street Fight,,3888.00,4779.00,4779.00,7.9,85,100,93
2005,2006,Syriana,50000000.00,374502.00,50824620.00,93974620.00,6.9,76,73,67
2005,2006,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.00,65556312.00,291710957.00,745013115.00,6.9,75,76,
2005,2006,The Constant Gardener,25000000.00,8577000.00,33579797.00,82468097.00,7.4,82,84,82
2005,2006,The Death of Kevin Carter: Casualty of the Bang Bang Club,11000.00,,,,7.2,,,
2005,2006,The Last Farm,81070.00,,,,7.7,,,
2005,2006,The Moon and the Son: An Imagined Conversation,,,,,6.8,,,
2005,2006,The Mushroom Club,,,,,6.7,,,
2005,2006,The Mysterious Geographic Explorations of Jasper Morello,462000.00,,,,7.8,,,
2005,2006,The New World,30000000.00,30864.00,12712093.00,49334775.00,6.7,79,62,58
2005,2006,The Squid and the Whale,1500000.00,129844.00,7372734.00,11098131.00,7.3,82,92,81
2005,2006,Tim Burton's Corpse Bride,40000000.00,388166.00,53359111.00,118090836.00,7.3,83,84,77
2005,2006,Transamerica,1000000.00,46908.00,9015303.00,15151744.00,7.4,66,77,83
2005,2006,Tsotsi,3000000.00,76324.00,2912606.00,9891303.00,7.2,70,82,86
2005,2006,Walk the Line,28000000.00,22347341.00,119519402.00,186797986.00,7.8,72,82,90
2005,2006,Wallace & Gromit in The Curse of the Were-Rabbit,30000000.00,16025987.00,56110897.00,194137091.00,7.4,87,95,79
2005,2006,War of the Worlds,132000000.00,64878725.00,234280354.00,603873119.00,6.5,73,75,42
2006,2007,After the Wedding,,47311.00,1534584.00,11632723.00,7.7,78,88,87
2006,2007,An Inconvenient Truth,1500000.00,281330.00,24146161.00,49782012.00,7.4,75,93,79
2006,2007,Apocalypto,40000000.00,15005604.00,50866635.00,120673227.00,7.8,68,66,79
2006,2007,Babel,25000000.00,389351.00,34302837.00,135330182.00,7.4,69,69,77
2006,2007,Binta and the Great Idea (Binta Y La Gran Idea),,,,,7.3,,,94
2006,2007,Blood Diamond,100000000.00,8648324.00,57377916.00,171720398.00,8,64,63,90
2006,2007,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000.00,26455463.00,128505958.00,262552893.00,7.3,89,91,79
2006,2007,Cars,120000000.00,60119509.00,244082982.00,461991867.00,7.1,73,74,79
2006,2007,Children of Men,76000000.00,501003.00,35552383.00,70595464.00,7.9,84,92,85
2006,2007,Click,82500000.00,40011365.00,137355633.00,240685326.00,6.4,45,34,66
2006,2007,Curse of the Golden Flower,45000000.00,184000.00,6566773.00,78568977.00,7,70,65,65
2006,2007,Days of Glory (Indigènes),1754500.00,10996.00,320700.00,22963701.00,7,82,83,79
2006,2007,Deliver Us from Evil,,15656.00,201275.00,327205.00,7.9,86,100,89
2006,2007,Dreamgirls,70000000.00,378950.00,103365956.00,155430335.00,6.5,76,78,71
2006,2007,Eramos Pocos (One Too Many),,,,,7.2,,,75
2006,2007,Flags of Our Fathers,90000000.00,10245190.00,33602370.00,65900249.00,7.1,79,73,69
2006,2007,Half Nelson,700000.00,53983.00,2697938.00,4660481.00,7.2,85,90,82
2006,2007,Happy Feet,100000000.00,41533432.00,193000317.00,384336108.00,6.4,77,76,70
2006,2007,Helmer & Son,,,,,6.7,,,81
2006,2007,Iraq in Fragments,,24435.00,204462.00,240888.00,7.3,84,91,79
2006,2007,Jesus Camp,,17659.00,902544.00,1013596.00,7.4,62,87,80
2006,2007,Letters from Iwo Jima,19000000.00,89097.00,13756082.00,68673228.00,7.9,89,91,86
2006,2007,Lifted,,,,,7.8,,,89
2006,2007,Little Children,26000000.00,97953.00,5463019.00,14821658.00,7.5,75,80,82
2006,2007,Little Miss Sunshine,8000000.00,370998.00,59891098.00,101058954.00,7.8,80,91,91
